DateTime,Temp
1/3/2024 3:55,29.6
1/3/2024 4:00,29.6
1/3/2024 4:05,29.6
1/3/2024 4:10,29.6
1/3/2024 4:15,29.6
1/3/2024 4:20,29.6
1/3/2024 4:25,29.6
1/3/2024 4:30,29.5
1/3/2024 4:35,29.6
1/3/2024 4:40,29.6
1/3/2024 4:45,29.6
1/3/2024 4:50,29.6
1/3/2024 4:55,29.6
1/3/2024 5:00,29.6
1/3/2024 5:05,29.6
1/3/2024 5:10,29.6
1/3/2024 5:15,30.7
1/3/2024 5:20,31.2
1/3/2024 5:25,31.2
1/3/2024 5:30,31.2
1/3/2024 5:35,32.1
1/3/2024 5:40,32.1
1/3/2024 5:45,32.1
1/3/2024 5:50,32.1
1/3/2024 5:55,32.1
1/3/2024 6:00,32.1
1/3/2024 6:05,32.1
1/3/2024 6:10,32.1
